year,month,day,hi,hs,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,S_11,S_12,S_13,S_14,S_15,S_16,S_17,S_18,S_19,S_20
1979,10,8,0.0253,0,-0.2981,-0.2969,-0.2959,-0.2951,-0.2944,-0.2939,-0.2934,-0.293,-0.2926,-0.2923,-0.292,-0.2918,-0.2916,-0.2914,-0.2912,-0.291,-0.2908,-0.2907,-0.2905,-0.2903,3.8731,3.8731,3.8732,3.8732,3.8732,3.8732,3.8733,3.8733,3.8733,3.8733,3.8733,3.8733,3.8733,3.8733,3.8733,3.8733,3.8733,3.8732,3.8732,3.8733
1979,10,9,5.3181,0,-2.7302,-2.6619,-2.6043,-2.5544,-2.5111,-2.4733,-2.4403,-2.4112,-2.3853,-2.362,-2.3406,-2.3205,-2.3006,-2.2796,-2.2556,-2.2258,-2.1885,-2.1449,-2.0954,-2.0493,30.0936,30.1028,30.1303,30.1524,30.1697,30.1828,30.1918,30.1968,30.1975,30.193,30.1817,30.1603,30.1238,30.0677,29.9983,29.9575,30.0513,30.449,31.2925,32.197
1979,10,10,8.1022,0,-3.1639,-3.0304,-2.9132,-2.8072,-2.7114,-2.6248,-2.5465,-2.4754,-2.4106,-2.351,-2.2954,-2.2427,-2.1915,-2.1407,-2.0896,-2.0397,-1.9941,-1.9539,-1.92,-1.8988,27.5343,27.5389,27.6211,27.6928,27.7517,27.7977,27.8303,27.8486,27.8504,27.8324,27.7896,27.7177,27.6201,27.525,27.5085,27.7093,28.2947,29.3298,30.7104,32.0861
1979,10,11,8.6967,0,-3.9002,-3.6658,-3.4581,-3.2675,-3.0936,-2.9357,-2.7927,-2.6635,-2.5467,-2.4411,-2.3454,-2.2584,-2.1794,-2.108,-2.045,-1.991,-1.9448,-1.9044,-1.88,-1.875,24.1311,24.1039,24.2428,24.3744,24.4916,24.5923,24.6748,24.7368,24.7761,24.792,24.7894,24.7878,24.8325,25.0032,25.4076,26.1464,27.2433,28.6202,30.2752,31.8391
1979,10,12,11.3705,0,-5.7537,-5.3311,-4.9269,-4.5371,-4.1676,-3.8235,-3.5089,-3.2257,-2.9741,-2.7524,-2.5584,-2.3906,-2.248,-2.1304,-2.0372,-1.9653,-1.907,-1.8653,-1.8517,-1.8595,18.7178,18.5508,18.7163,18.9013,19.104,19.3159,19.5299,19.744,19.9691,20.2389,20.617,21.1918,22.0541,23.2602,24.796,26.545,28.2603,29.8402,31.3582,32.5153
1979,10,13,14.1531,0,-7.4966,-7.1102,-6.7106,-6.2991,-5.8721,-5.4271,-4.9624,-4.4762,-3.9742,-3.4906,-3.0626,-2.7107,-2.4367,-2.2316,-2.083,-1.9778,-1.9008,-1.8455,-1.8301,-1.8438,15.1132,14.7709,14.597,14.45,14.3376,14.2717,14.2752,14.3902,14.7068,15.3964,16.5662,18.207,20.2111,22.4154,24.6456,26.7378,28.5039,29.9014,31.2966,32.4738
1979,10,14,16.7564,0,-9.765,-9.255,-8.7474,-8.2429,-7.7398,-7.2333,-6.7272,-6.2086,-5.6259,-4.9107,-4.0722,-3.3323,-2.8154,-2.4581,-2.2131,-2.0491,-1.9406,-1.8555,-1.824,-1.8347,13.5452,13.217,12.996,12.7922,12.6129,12.4765,12.4149,12.4746,12.7085,13.1953,14.0751,15.7974,18.1949,20.7305,23.197,25.5304,27.6348,29.1882,30.7872,32.205
1979,10,15,19.9143,0,-13.2264,-12.536,-11.8512,-11.1725,-10.499,-9.8286,-9.1503,-8.4573,-7.7385,-6.9562,-6.0398,-4.855,-3.67,-2.9128,-2.4504,-2.1619,-1.9846,-1.8748,-1.8195,-1.8254,12.2597,11.936,11.6892,11.4715,11.3058,11.2304,11.2918,11.5277,11.9348,12.4638,13.0828,13.8435,15.2971,17.9397,20.7976,23.5506,26.1146,28.3127,30.1919,31.8898
1979,10,16,23.1555,0,-13.1,-12.4615,-11.8257,-11.192,-10.5596,-9.9274,-9.2943,-8.6593,-8.0116,-7.3476,-6.6531,-5.833,-4.7295,-3.5296,-2.7818,-2.3345,-2.0708,-1.9224,-1.8296,-1.8221,11.3694,11.0413,10.7778,10.5649,10.4417,10.4534,10.6269,10.9506,11.3825,11.8795,12.4177,12.9894,13.6852,15.1616,18.2381,21.5135,24.6514,27.5049,29.6124,31.6094
1979,10,17,25.9648,0,-13.5861,-12.9186,-12.2539,-11.5914,-10.9304,-10.2698,-9.609,-8.9477,-8.2828,-7.5934,-6.904,-6.1747,-5.3028,-4.1428,-3.1292,-2.5183,-2.159,-1.9577,-1.8419,-1.8185,10.7537,10.4237,10.1581,9.9642,9.8857,9.9541,10.1673,10.4908,10.8806,11.3079,11.7814,12.3459,13.0019,13.8158,16.2831,19.7811,23.2688,26.4991,29.054,31.3124
1979,10,18,28.4474,0,-11.0481,-10.6272,-10.1944,-9.7516,-9.2999,-8.8395,-8.3704,-7.8923,-7.4025,-6.9002,-6.3715,-5.8148,-5.1875,-4.3621,-3.384,-2.6806,-2.2459,-1.997,-1.8669,-1.8252,10.297,9.9707,9.7123,9.5415,9.4973,9.5935,9.8096,10.106,10.4509,10.8352,11.2758,11.8057,12.4492,13.2734,14.9572,18.3541,22.0681,25.6234,28.724,31.1916
1979,10,19,30.2236,0.0131,-7.9601,-7.6664,-7.3787,-7.0928,-6.8047,-6.5134,-6.2181,-5.9177,-5.6113,-5.2975,-4.9743,-4.6371,-4.2653,-3.7987,-3.2341,-2.7005,-2.3009,-2.0456,-1.9088,-1.8446,9.9287,9.6114,9.3642,9.2136,9.1929,9.3048,9.5203,9.8014,10.1264,10.4997,10.9475,11.4956,12.1333,12.9086,14.6619,17.8989,21.6502,25.3767,28.8192,31.3104
1979,10,20,31.5668,0.0222,-9.1942,-8.7424,-8.2932,-7.8472,-7.4056,-6.9749,-6.5523,-6.1355,-5.7245,-5.3189,-4.9182,-4.5202,-4.1115,-3.6535,-3.1591,-2.6895,-2.3122,-2.0546,-1.9104,-1.8361,9.6067,9.2967,9.0566,8.9148,8.8994,9.006,9.2042,9.4615,9.7653,10.1275,10.5702,11.0952,11.6808,12.5346,14.4488,17.5407,21.1563,24.8607,28.3997,30.9553
1979,10,21,32.9525,0.0026,-11.9866,-11.3472,-10.7167,-10.0944,-9.4792,-8.8637,-8.2504,-7.6409,-7.0379,-6.4495,-5.8679,-5.292,-4.7132,-4.0905,-3.4054,-2.8054,-2.353,-2.0557,-1.8925,-1.816,9.3425,9.0361,8.8012,8.6653,8.648,8.7357,8.9,9.1164,9.38,9.7049,10.1085,10.5989,11.2236,12.1337,13.8303,16.6927,20.1746,23.8778,27.5371,30.3727
1979,10,22,34.5437,0,-9.8283,-9.443,-9.0545,-8.6621,-8.2653,-7.8624,-7.4624,-7.0583,-6.6448,-6.2158,-5.7756,-5.321,-4.8434,-4.3118,-3.6404,-2.9697,-2.4416,-2.0967,-1.9132,-1.8276,9.1284,8.8283,8.6012,8.473,8.4562,8.5329,8.6739,8.861,9.0938,9.3859,9.7636,10.2641,10.9759,11.9939,13.2571,15.8194,19.3182,23.2378,27.2513,30.3929
1979,10,23,35.9934,0,-11.0396,-10.4843,-9.9375,-9.3984,-8.866,-8.3391,-7.8086,-7.2811,-6.7688,-6.2618,-5.7589,-5.2583,-4.7556,-4.2334,-3.6251,-3.0035,-2.482,-2.1251,-1.9306,-1.831,8.9244,8.6305,8.411,8.2899,8.2736,8.3407,8.459,8.6184,8.8259,9.103,9.4842,10.0245,10.7898,11.7692,12.9078,15.3209,18.8208,22.8935,27.1419,30.3327
1979,10,24,37.4375,0,-11.3691,-10.8169,-10.2722,-9.7335,-9.1998,-8.6702,-8.1437,-7.6169,-7.0884,-6.566,-6.0429,-5.5167,-4.9837,-4.4297,-3.7931,-3.1164,-2.5442,-2.1519,-1.9384,-1.8283,8.7654,8.4766,8.2624,8.1438,8.122,8.1735,8.2711,8.4059,8.5841,8.8439,9.2272,9.7854,10.5459,11.472,12.5465,14.7756,18.2499,22.4217,26.8285,30.1283
1979,10,25,38.9416,0,-14.888,-14.0344,-13.2002,-12.3841,-11.5849,-10.8015,-10.0336,-9.2805,-8.5336,-7.7895,-7.0506,-6.331,-5.6225,-4.9111,-4.1474,-3.31,-2.6247,-2.1731,-1.9342,-1.8151,8.6754,8.3866,8.1739,8.0536,8.0196,8.0469,8.1159,8.2218,8.3752,8.6164,8.9891,9.5317,10.2494,11.1225,12.2113,14.1173,17.503,21.746,26.2991,29.7522
1979,10,26,40.7765,0,-17.0353,-16.1406,-15.2541,-14.3751,-13.5034,-12.6383,-11.7789,-10.9253,-10.0779,-9.236,-8.3958,-7.5348,-6.6783,-5.8098,-4.8748,-3.7645,-2.7999,-2.2204,-1.9381,-1.8072,8.6548,8.3614,8.1529,8.0416,8.0106,8.0195,8.0508,8.1187,8.2469,8.4727,8.8281,9.3278,9.9818,10.83,11.9433,13.3349,16.464,20.9078,25.7741,29.4825
1979,10,27,42.877,0,-17.8908,-16.9788,-16.0727,-15.1719,-14.2757,-13.384,-12.4963,-11.6109,-10.7288,-9.8495,-8.9724,-8.0893,-7.1888,-6.284,-5.3214,-4.1708,-2.993,-2.2881,-1.9548,-1.8132,8.6355,8.3376,8.1354,8.0358,8.0134,8.0258,8.0459,8.0823,8.19,8.4021,8.7409,9.2156,9.8344,10.6438,11.6632,12.9412,15.5994,20.2978,25.4706,29.4849
1979,10,28,45.0128,0,-17.0238,-16.2701,-15.503,-14.7236,-13.9328,-13.1318,-12.3213,-11.5017,-10.6749,-9.8416,-9.0022,-8.1527,-7.2937,-6.4152,-5.4884,-4.4021,-3.1554,-2.353,-1.9712,-1.8216,8.6174,8.3159,8.1205,8.0319,8.0169,8.032,8.0509,8.0665,8.1581,8.3561,8.6768,9.1284,9.7195,10.483,11.4758,12.7904,14.9848,19.7484,25.1145,29.4895
1979,10,29,46.9853,0,-16.1093,-15.3208,-14.5397,-13.7644,-12.9935,-12.2257,-11.4597,-10.6956,-9.9325,-9.1695,-8.4055,-7.6314,-6.8622,-6.0777,-5.2612,-4.3259,-3.2167,-2.4041,-1.991,-1.8334,8.6023,8.2981,8.1091,8.0297,8.0195,8.0245,8.0162,8.0194,8.1041,8.2951,8.6053,9.0413,9.6085,10.3618,11.3597,12.6332,14.682,19.3712,24.8276,29.5251
1979,10,30,48.775,0,-17.5824,-16.6916,-15.8023,-14.9153,-14.0314,-13.1515,-12.276,-11.4048,-10.5386,-9.6774,-8.8209,-7.9625,-7.0932,-6.2324,-5.3553,-4.3996,-3.2833,-2.4359,-1.9935,-1.8257,8.5879,8.2823,8.0998,8.0282,8.0194,8.0146,7.9832,7.9709,8.041,8.2146,8.5017,8.9069,9.4356,10.1566,11.1131,12.3565,14.2783,18.7771,24.254,29.1816
1979,10,31,50.5529,0,-13.812,-13.3553,-12.8718,-12.362,-11.8262,-11.2654,-10.6808,-10.0741,-9.4471,-8.801,-8.1382,-7.4676,-6.775,-6.049,-5.2856,-4.4323,-3.3736,-2.4984,-2.0228,-1.8424,8.5715,8.2672,8.0905,8.0232,8.0101,7.9935,7.9543,7.9338,7.9942,8.1549,8.4242,8.8064,9.3167,10.0201,10.9796,12.2669,14.0133,18.4011,24.0205,29.2474
1979,11,1,52.1198,0,-12.9138,-12.3493,-11.7842,-11.2182,-10.6512,-10.0829,-9.5132,-8.9416,-8.3674,-7.7879,-7.2133,-6.626,-6.0302,-5.4225,-4.7939,-4.0994,-3.272,-2.5138,-2.0469,-1.8594,8.5331,8.2373,8.0634,7.9891,7.9585,7.921,7.8697,7.8494,7.9113,8.0712,8.3316,8.7,9.2119,9.9324,10.9112,12.145,14.0437,18.3947,24.0195,29.4159
1979,11,2,53.4803,0,-8.832,-8.8573,-8.8069,-8.6882,-8.5087,-8.2756,-7.9956,-7.675,-7.3189,-6.9305,-6.5022,-6.0439,-5.5588,-5.0472,-4.5047,-3.8976,-3.1926,-2.5201,-2.0678,-1.8741,8.4748,8.1884,8.0169,7.9366,7.8925,7.8406,7.7822,7.7626,7.825,7.9807,8.2269,8.5873,9.1056,9.8385,10.812,12.0157,14.1215,18.4524,24.0231,29.5211
1979,11,3,54.7563,0,-4.2169,-4.4757,-4.6968,-4.874,-5.0059,-5.0909,-5.1294,-5.123,-5.0733,-4.9813,-4.8478,-4.6735,-4.4584,-4.201,-3.8942,-3.5117,-3.0373,-2.5246,-2.1234,-1.9272,8.3951,8.1228,7.9533,7.8761,7.8313,7.778,7.7231,7.7131,7.7872,7.955,8.2194,8.6107,9.1767,9.9664,10.9931,12.3116,14.7894,19.3043,24.9477,30.4826
1979,11,4,55.7274,0,-7.8577,-7.1697,-6.5814,-6.0813,-5.6661,-5.3275,-5.0434,-4.7998,-4.5847,-4.3879,-4.2005,-4.0149,-3.824,-3.6208,-3.3931,-3.1286,-2.8085,-2.442,-2.1139,-1.9271,8.2914,8.0202,7.8503,7.7711,7.7222,7.6662,7.6141,7.6121,7.696,7.8746,8.1559,8.5739,9.1767,10.0031,11.0537,12.5628,15.3739,19.9656,25.4557,30.7194
1979,11,5,56.3097,0,-14.1934,-13.1149,-12.0675,-11.0566,-10.0808,-9.1419,-8.2537,-7.4201,-6.6434,-5.9342,-5.298,-4.7276,-4.222,-3.7778,-3.3828,-3.0226,-2.6767,-2.3359,-2.0371,-1.8594,8.2312,7.9542,7.7749,7.6792,7.608,7.5278,7.4541,7.4311,7.4909,7.6426,7.8979,8.2908,8.8653,9.6491,10.6376,12.1727,14.9818,19.3153,24.3895,29.3735
1979,11,6,56.8263,0,-7.9679,-8.1506,-8.2258,-8.2028,-8.091,-7.9003,-7.6414,-7.3241,-6.9566,-6.5381,-6.0712,-5.5694,-5.0394,-4.4896,-3.9328,-3.3686,-2.8363,-2.3775,-2.028,-1.8346,8.1996,7.9315,7.7529,7.654,7.5749,7.4802,7.3896,7.3467,7.3787,7.4903,7.7001,8.0447,8.5646,9.2835,10.2098,11.6037,14.2496,18.3041,23.124,28.1617
1979,11,7,57.68,0,-3.692,-4.0532,-4.3198,-4.5311,-4.6882,-4.7928,-4.8472,-4.8542,-4.816,-4.7343,-4.6106,-4.4461,-4.2408,-3.9932,-3.6982,-3.3358,-2.9096,-2.469,-2.1055,-1.9052,7.8389,7.8563,7.6856,7.5924,7.518,7.4279,7.3436,7.3085,7.3482,7.4688,7.692,8.056,8.5997,9.3482,10.3448,11.8046,14.5126,18.6124,23.5725,29.0362
1979,11,8,58.5693,0,-3.2477,-3.4985,-3.6493,-3.7696,-3.8605,-3.9229,-3.958,-3.9669,-3.9503,-3.9084,-3.8413,-3.7486,-3.6292,-3.481,-3.2976,-3.0688,-2.7841,-2.4509,-2.1375,-1.9451,7.0809,7.7619,7.6065,7.52,7.4517,7.3683,7.2939,7.2716,7.3261,7.4656,7.7148,8.1134,8.6998,9.5045,10.5891,12.2354,15.1372,19.352,24.4442,30.0143
1979,11,9,59.3498,0.0351,-2.8061,-2.9878,-3.1236,-3.2368,-3.3275,-3.3955,-3.4412,-3.4654,-3.4685,-3.4508,-3.4123,-3.353,-3.272,-3.1675,-3.0353,-2.8704,-2.6623,-2.4072,-2.1447,-1.9618,6.6824,7.6835,7.551,7.4704,7.4067,7.3282,7.2611,7.2486,7.315,7.4706,7.7428,8.1726,8.7987,9.6559,10.8323,12.6802,15.7845,20.123,25.2804,30.7113
1979,11,10,59.9133,0.2144,-4.6211,-4.1294,-3.8315,-3.6325,-3.5027,-3.4171,-3.3569,-3.3093,-3.2658,-3.2205,-3.1693,-3.1089,-3.0366,-2.9489,-2.8424,-2.7122,-2.5491,-2.3459,-2.1238,-1.9525,6.6123,7.6167,7.4867,7.4065,7.3423,7.2649,7.2016,7.1951,7.2687,7.4345,7.7217,8.1716,8.823,9.7137,10.9683,12.9663,16.1993,20.5822,25.6826,30.8715
1979,11,11,60.2528,0.3332,-4.7753,-4.7336,-4.5905,-4.4052,-4.2017,-3.9984,-3.8063,-3.63,-3.4705,-3.3267,-3.1957,-3.0744,-2.9588,-2.8442,-2.7263,-2.5989,-2.453,-2.279,-2.0853,-1.9278,6.5652,7.523,7.3872,7.3013,7.2321,7.1521,7.0888,7.0831,7.1575,7.3246,7.6139,8.0659,8.7188,9.6111,10.89,12.9344,16.1701,20.4751,25.4151,30.446
1979,11,12,60.4799,0.5002,-5.0079,-4.6724,-4.4268,-4.2233,-4.0484,-3.8918,-3.7462,-3.6068,-3.4711,-3.3377,-3.206,-3.0757,-2.9467,-2.8175,-2.6874,-2.5534,-2.4094,-2.2478,-2.0706,-1.9219,6.5183,7.4504,7.315,7.2285,7.1578,7.0772,7.0142,7.0089,7.0831,7.2503,7.5401,7.9924,8.6453,9.5356,10.8274,12.8957,16.1232,20.3648,25.193,30.1747
1979,11,13,60.5703,0.5211,-9.8351,-8.7372,-7.7628,-6.8907,-6.1204,-5.4568,-4.8996,-4.4294,-4.0356,-3.7068,-3.4311,-3.1973,-2.9952,-2.8159,-2.6518,-2.4964,-2.3429,-2.1837,-2.0174,-1.8754,6.4813,7.3589,7.211,7.1103,7.026,6.9342,6.862,6.847,6.9099,7.0636,7.3363,7.7663,8.3897,9.2377,10.4762,12.465,15.5527,19.5902,24.1782,29.0088
1979,11,14,60.3941,0.4712,-14.176,-13.0649,-11.9935,-10.9609,-9.9675,-9.0078,-8.0778,-7.1904,-6.3523,-5.5845,-4.8822,-4.2529,-3.7046,-3.2437,-2.8656,-2.5602,-2.3147,-2.1111,-1.9355,-1.7925,6.4806,7.3405,7.187,7.0712,6.964,6.8443,6.7379,6.6805,6.6949,6.7956,7.0085,7.3681,7.9071,8.6515,9.7324,11.4844,14.2337,17.8578,22.0428,26.48
1979,11,15,60.2034,0.4273,-15.413,-14.5812,-13.7266,-12.86,-11.9876,-11.1144,-10.2453,-9.3837,-8.531,-7.6745,-6.8356,-6.0203,-5.2264,-4.4618,-3.7426,-3.0896,-2.5527,-2.1704,-1.9123,-1.7315,6.4807,7.3378,7.1879,7.0722,6.9642,6.8415,6.7276,6.6518,6.627,6.6626,6.791,7.0502,7.4715,8.0795,8.9819,10.4097,12.7318,15.9296,19.767,23.7309
1979,11,16,60.5099,0.4144,-13.992,-13.337,-12.6775,-12.0147,-11.3484,-10.6787,-10.0058,-9.3302,-8.6522,-7.9709,-7.2862,-6.5985,-5.9077,-5.2123,-4.5075,-3.7822,-3.0279,-2.4,-1.994,-1.7569,6.4854,7.3359,7.186,7.0699,6.9609,6.8379,6.7249,6.6507,6.6238,6.6321,6.7139,6.9084,7.2524,7.7747,8.5818,9.8639,11.75,14.6551,18.4977,22.8708
1979,11,17,61.4566,0.3913,-14.9527,-14.1256,-13.323,-12.5413,-11.778,-11.0309,-10.2981,-9.5776,-8.8677,-8.1656,-7.4638,-6.7728,-6.0882,-5.4065,-4.7232,-4.0264,-3.2838,-2.5627,-2.0608,-1.8132,6.4986,7.3312,7.1805,7.063,6.9512,6.8274,6.717,6.6473,6.6208,6.6155,6.6758,6.8376,7.1459,7.6442,8.4466,9.6994,11.405,14.1083,18.2896,24.1022
1979,11,18,62.6563,0.3457,-17.754,-16.671,-15.6246,-14.6118,-13.6304,-12.6783,-11.7534,-10.8536,-9.9771,-9.1218,-8.2837,-7.4472,-6.633,-5.8372,-5.0513,-4.2673,-3.46,-2.6538,-2.0867,-1.8291,6.5147,7.3253,7.1736,7.0541,6.939,6.8146,6.7078,6.6433,6.6194,6.6147,6.6603,6.7921,7.0658,7.5457,8.3425,9.5564,11.2058,13.8002,18.4658,25.2117
1979,11,19,64.0024,0.2841,-22.014,-20.5763,-19.1936,-17.8624,-16.58,-15.3435,-14.1499,-12.9961,-11.8794,-10.797,-9.746,-8.7212,-7.7036,-6.7022,-5.7281,-4.7609,-3.7772,-2.7743,-2.1,-1.82,6.5318,7.3187,7.1658,7.0441,6.9257,6.8011,6.6985,6.6395,6.6194,6.6249,6.6791,6.7957,7.0312,7.4712,8.2259,9.3785,11.0248,13.4894,18.5718,25.7174
1979,11,20,65.6018,0.2217,-24.9071,-23.4669,-22.0453,-20.6452,-19.2676,-17.9133,-16.583,-15.2769,-13.9948,-12.7367,-11.5019,-10.2898,-9.0962,-7.9035,-6.7095,-5.5218,-4.2832,-2.9735,-2.1234,-1.8126,6.5511,7.3111,7.1566,7.0321,6.9102,6.7862,6.6888,6.6361,6.6221,6.6406,6.7136,6.8534,7.0767,7.4788,8.1666,9.2491,10.8555,13.2106,18.6119,26.0146
1979,11,21,67.4964,0.1722,-27.1452,-25.5621,-24.0124,-22.4952,-21.0085,-19.5508,-18.1204,-16.7156,-15.335,-13.9771,-12.6406,-11.3238,-10.0244,-8.7331,-7.4267,-6.1189,-4.7312,-3.1845,-2.1605,-1.8201,6.5724,7.3022,7.1458,7.018,6.8926,6.77,6.679,6.6339,6.629,6.6648,6.7625,6.9343,7.1889,7.569,8.2217,9.2517,10.8182,13.1508,18.7784,26.4332
1979,11,22,69.5558,0.1291,-28.0059,-26.5776,-25.1341,-23.6827,-22.2279,-20.7735,-19.3225,-17.8777,-16.4408,-15.0136,-13.5969,-12.1915,-10.7973,-9.4083,-8.0124,-6.5889,-5.0841,-3.3661,-2.1957,-1.8264,6.594,7.2927,7.1341,7.0026,6.8742,6.7541,6.6703,6.6341,6.6414,6.6985,6.8254,7.0336,7.327,7.687,8.3177,9.303,10.8301,13.1399,18.8289,26.6733
1979,11,23,71.6933,0.0886,-27.2862,-25.9317,-24.5708,-23.2062,-21.839,-20.4699,-19.0998,-17.7293,-16.3592,-14.9898,-13.6216,-12.2549,-10.8896,-9.5203,-8.1393,-6.7348,-5.2385,-3.4918,-2.2392,-1.8422,6.6148,7.283,7.1219,6.9869,6.8562,6.7395,6.6636,6.6376,6.6602,6.7417,6.9009,7.1456,7.4641,7.8142,8.4349,9.4117,10.9303,13.2389,18.9523,26.9669
1979,11,24,73.772,0.0609,-24.2367,-23.4355,-22.526,-21.5324,-20.4702,-19.3526,-18.1902,-16.9917,-15.7641,-14.5134,-13.2441,-11.9601,-10.6633,-9.3538,-8.0247,-6.6758,-5.2354,-3.5465,-2.2787,-1.8574,6.6336,7.2736,7.1101,6.9718,6.8397,6.7271,6.6594,6.6446,6.6844,6.7918,6.9827,7.256,7.575,7.9168,8.5364,9.5167,11.0415,13.3467,19.0716,27.1764
1979,11,25,75.7579,0.2284,-10.1731,-11.0261,-11.6497,-12.0638,-12.282,-12.3199,-12.1937,-11.9195,-11.5125,-10.9875,-10.3585,-9.6379,-8.841,-7.982,-7.063,-6.0595,-4.926,-3.5171,-2.3648,-1.9252,6.6491,7.2628,7.0982,6.9574,6.8249,6.7169,6.6577,6.6549,6.7131,6.8463,7.0649,7.3531,7.6639,8.0492,8.7339,9.8169,11.4927,14.0164,20.0766,28.3093
1979,11,26,77.4541,0.4157,-10.2346,-9.7793,-9.4104,-9.1002,-8.8277,-8.5751,-8.3273,-8.0722,-7.7996,-7.5098,-7.1892,-6.8309,-6.4244,-5.9615,-5.4408,-4.851,-4.1459,-3.2373,-2.39,-1.9664,6.6544,7.2372,7.0761,6.937,6.8073,6.705,6.6532,6.6599,6.7312,6.8788,7.1064,7.3917,7.7168,8.1796,8.9782,10.2412,12.1429,15.1671,21.5977,29.3755
1979,11,27,78.6377,0.4309,-13.336,-12.4777,-11.6917,-10.9651,-10.2884,-9.653,-9.0513,-8.4761,-7.9208,-7.3747,-6.8506,-6.3355,-5.8247,-5.3126,-4.7926,-4.2545,-3.6604,-2.9816,-2.3227,-1.938,6.6629,7.2293,7.0669,6.9264,6.797,6.6974,6.6481,6.6533,6.7211,6.8579,7.0666,7.3292,7.6502,8.1437,8.9907,10.3193,12.2391,15.6,21.865,29.0737
1979,11,28,79.4598,0.3917,-18.2846,-16.9937,-15.745,-14.5474,-13.4061,-12.3232,-11.2983,-10.3294,-9.4127,-8.5418,-7.7024,-6.9054,-6.1634,-5.4602,-4.7895,-4.145,-3.4988,-2.8443,-2.2435,-1.8827,6.6688,7.2259,7.0625,6.9209,6.7918,6.6943,6.6484,6.6551,6.7149,6.8277,6.9945,7.2087,7.4927,7.9636,8.785,10.0711,11.8859,15.2412,21.0933,27.9276
1979,11,29,80.0975,0.3617,-18.0596,-17.1113,-16.1619,-15.2139,-14.2689,-13.3281,-12.3932,-11.4656,-10.5468,-9.6383,-8.7401,-7.8505,-6.9675,-6.1093,-5.2701,-4.4524,-3.647,-2.867,-2.2139,-1.8435,6.6733,7.2232,7.059,6.9167,6.7879,6.6922,6.6489,6.6591,6.7223,6.8305,6.959,7.1228,7.3492,7.7646,8.5171,9.7042,11.3482,14.4728,19.9024,26.6097
1979,11,30,80.833,0.3427,-17.201,-16.4149,-15.6205,-14.8174,-14.0054,-13.1848,-12.3564,-11.5214,-10.6811,-9.8369,-8.9896,-8.1402,-7.2882,-6.4383,-5.5887,-4.7377,-3.8731,-2.9766,-2.2356,-1.8419,6.6784,7.2202,7.055,6.912,6.7835,6.6898,6.6497,6.6639,6.7314,6.8413,6.9492,7.0776,7.2653,7.6361,8.3321,9.4363,11.0075,13.8365,19.0088,25.8822
1979,12,1,81.7276,0.3236,-18.475,-17.5441,-16.5942,-15.6387,-14.6854,-13.7392,-12.8033,-11.8791,-10.9671,-10.0672,-9.1783,-8.2986,-7.4218,-6.5588,-5.7018,-4.8465,-3.9785,-3.0473,-2.2568,-1.8481,6.6844,7.2165,7.0502,6.9062,6.7783,6.6873,6.651,6.6701,6.7424,6.8523,6.9432,7.0407,7.2012,7.538,8.1901,9.2383,10.8146,13.3653,18.4027,25.5536
1979,12,2,82.7406,0.352,-14.6648,-14.2786,-13.8506,-13.3781,-12.8598,-12.2963,-11.6902,-11.0446,-10.3634,-9.6507,-8.9106,-8.1474,-7.3736,-6.5735,-5.7566,-4.9217,-4.057,-3.1139,-2.2953,-1.8746,6.6909,7.2123,7.0448,6.8999,6.7728,6.6847,6.6529,6.6776,6.7547,6.8628,6.9423,7.0179,7.1654,7.4861,8.1196,9.156,10.7557,13.1821,18.2618,25.7666
1979,12,3,83.8481,0.4216,-11.8609,-11.8219,-11.6692,-11.4247,-11.1024,-10.7145,-10.2707,-9.7793,-9.2471,-8.6794,-8.0822,-7.4675,-6.8226,-6.1507,-5.4551,-4.7328,-3.9684,-3.1076,-2.3258,-1.9068,6.6979,7.2077,7.039,6.8931,6.767,6.6823,6.6555,6.6861,6.7671,6.8663,6.928,6.9946,7.1391,7.4696,8.1192,9.1904,10.8511,13.3332,18.6134,26.3859
1979,12,4,84.9459,0.5506,-10.1084,-9.8188,-9.5545,-9.2975,-9.0352,-8.7586,-8.4612,-8.1385,-7.7908,-7.4179,-7.0129,-6.5663,-6.0841,-5.5676,-5.0166,-4.4274,-3.7827,-3.0454,-2.3446,-1.9389,6.7045,7.1975,7.0305,6.8853,6.7608,6.6794,6.6562,6.6893,6.7668,6.8512,6.9019,6.9658,7.1214,7.4823,8.1767,9.3181,11.0608,13.7637,19.3251,27.198
1979,12,5,85.9032,0.5803,-13.51,-12.4982,-11.6004,-10.7962,-10.0698,-9.4065,-8.7931,-8.218,-7.6684,-7.14,-6.6344,-6.1377,-5.6432,-5.145,-4.6372,-4.1123,-3.5494,-2.9239,-2.312,-1.9293,6.71,7.1909,7.0237,6.8784,6.755,6.6749,6.6505,6.6774,6.7415,6.8035,6.8376,6.8943,7.0555,7.4342,8.1544,9.3312,11.0942,13.9961,19.6454,27.3404
